id,difficulty,flesch_reading_ease,polysyllable_count,coleman_liau_index,freqlemfilms2_mean,freqlemfilms2_median,freqlemfilms2_max,freqlemfilms2_min,freqlemfilms2_25%,freqlemfilms2_75%,freqlemlivres_mean,freqlemlivres_median,freqlemlivres_max,freqlemlivres_min,freqlemlivres_25%,freqlemlivres_75%,freqfilms2_mean,freqfilms2_median,freqfilms2_max,freqfilms2_min,freqfilms2_25%,freqfilms2_75%,nblettres_mean,nblettres_median,nblettres_max,nblettres_min,nblettres_25%,nblettres_75%,nbsyll_mean,nbsyll_median,nbsyll_max,nbsyll_min,nbsyll_25%,nbsyll_75%
4323,A2,117.92,0,2.1,5811.065,898.65,25220.86,53.37,433.985,6623.362499999999,8321.164999999999,674.9300000000001,38928.92,2.91,242.28,7639.457499999999,5726.83375,679.2,25220.86,14.73,286.7525,6623.362499999999,3.5,3.0,8.0,1.0,2.0,4.25,1.25,1.0,2.0,1.0,1.0,1.25
4324,A2,68.69,3,11.3,11905.9475,14946.48,25220.86,7.68,59.655,20224.63,15818.576666666666,12800.81,38928.92,7.3,42.4,27457.67,8924.128333333332,674.24,25220.86,6.87,51.36,17515.075,4.833333333333333,5.0,10.0,2.0,2.0,6.5,1.8333333333333333,2.0,3.0,1.0,1.0,2.25
4325,B1,71.73,3,7.92,11416.172,8247.125,32236.5,16.47,2306.3925,13466.84,8779.473,7213.174999999999,20879.73,30.14,1469.02,15085.47,4917.392999999999,2848.565,13652.76,14.71,122.69999999999999,8416.7625,4.6,3.5,11.0,2.0,2.0,7.0,1.7,1.0,3.0,1.0,1.0,2.75
4326,B2,58.54,3,15.32,5449.381739130436,577.6,32236.5,1.47,32.345,8314.115,5072.758260869566,469.32,19209.05,0.54,50.44,11194.39,2907.3847826086953,342.44,13357.03,0.4,12.46,5262.014999999999,5.478260869565218,4.0,13.0,1.0,3.0,8.0,1.7391304347826086,1.0,5.0,1.0,1.0,2.0
4327,A1,69.45,1,7.28,6085.3099999999995,38.31,18188.15,0.02,9.67,12190.4,5606.067999999999,14.53,19209.05,0.54,11.08,8795.14,6085.3099999999995,38.31,18188.15,0.02,9.67,12190.4,2.2,1.0,5.0,1.0,1.0,3.0,1.2,1.0,2.0,1.0,1.0,1.0
4328,B1,101.17,0,7.92,1740.8049999999998,990.455,4520.53,9.67,144.63,3522.4049999999997,2384.6769999999997,928.175,6991.49,11.08,294.915,4341.0675,1619.06,488.625,4520.53,9.67,80.29249999999999,3522.4049999999997,4.0,4.0,6.0,1.0,4.0,5.0,1.2,1.0,2.0,1.0,1.0,1.0
4329,B2,38.99,2,24.58,7792.586,44.31,25220.86,4.84,40.16,13652.76,11479.973999999998,78.38,38928.92,8.58,73.04,18310.95,7782.081999999999,36.57,25220.86,0.1,0.12,13652.76,6.2,6.0,11.0,2.0,2.0,10.0,1.8,1.0,4.0,1.0,1.0,2.0
4330,B1,112.59,0,9.15,3455.5814285714287,1222.51,12190.4,5.63,17.455,5367.81,4526.244285714286,1547.5,19209.05,1.55,21.895,5440.91,3429.587142857142,1222.51,12190.4,0.97,14.575,5282.04,4.0,3.0,9.0,1.0,2.0,5.5,1.2857142857142858,1.0,3.0,1.0,1.0,1.0
4331,B2,52.95,4,20.23,5899.583571428572,1342.065,25220.86,6.7,40.835,11195.7375,9027.11857142857,1552.3300000000002,38928.92,3.92,46.4525,18316.03,5513.244285714287,238.21,25220.86,3.92,7.445,11195.7375,5.571428571428571,4.0,12.0,1.0,2.0,8.75,1.7142857142857142,1.0,4.0,1.0,1.0,2.0
4332,A2,85.44,2,7.35,9966.901,4809.92,32236.5,6.85,273.7675,16967.015,6899.714999999999,5267.599999999999,19209.05,1.55,127.18249999999999,12316.3,6757.856,966.655,25983.2,6.61,40.3925,11119.7625,4.3,3.0,12.0,1.0,2.0,4.5,1.5,1.0,4.0,1.0,1.0,1.0
4333,C2,85.44,2,11.58,5224.8445454545445,2346.9,25983.2,18.45,63.33,6824.91,4936.615454545455,1667.16,19209.05,3.92,42.74,7563.545,5019.159090909092,910.39,25983.2,0.22,25.589999999999996,6824.91,4.2727272727272725,3.0,10.0,1.0,2.0,7.0,1.4545454545454546,1.0,3.0,1.0,1.0,1.5
4334,B1,81.12,1,11.56,8354.515714285715,81.51,25220.86,8.21,21.16,16564.355,12507.53857142857,54.46,38928.92,4.73,23.884999999999998,24258.445,8346.585714285715,31.72,25220.86,8.21,18.299999999999997,16564.355,4.428571428571429,3.0,10.0,1.0,2.0,6.5,1.5714285714285714,1.0,4.0,1.0,1.0,1.5
4335,B2,55.75,7,14.92,5351.6900000000005,529.51,25220.86,1.35,38.31,8720.38,7600.286969696971,574.32,38928.92,2.97,59.32,8795.14,5294.08,320.44,25220.86,0.02,25.61,8720.38,4.96969696969697,4.0,13.0,1.0,2.0,7.0,1.6666666666666667,1.0,4.0,1.0,1.0,2.0
4336,B2,97.37,1,5.34,4778.595,4247.799999999999,13652.76,42.17,91.02,8720.38,6741.170625000001,5958.38,19209.05,62.77,217.34750000000003,10856.5525,4337.713125,3072.325,13652.76,19.99,62.41,8110.9825,4.25,3.5,12.0,1.0,2.75,5.25,1.3125,1.0,4.0,1.0,1.0,1.0
4337,C2,73.0,4,11.08,4991.054666666667,2520.11,14946.48,1.83,273.38,8876.83,7221.599999999999,1639.19,23633.92,3.65,305.675,11815.710000000001,4767.176,2374.91,14946.48,1.78,269.665,8491.82,4.533333333333333,4.0,11.0,2.0,2.5,5.5,1.6666666666666667,1.0,4.0,1.0,1.0,2.5
4338,C1,42.04,8,16.49,5616.927333333332,54.68,25220.86,0.34,11.89,6055.71,8782.851666666666,62.805,38928.92,0.0,5.915,10624.93,5581.482666666666,48.655,25220.86,0.15,3.9025,6055.71,5.133333333333334,4.0,10.0,1.0,2.0,8.0,1.7333333333333334,1.0,4.0,1.0,1.0,2.0
4339,A1,94.07,0,7.31,7280.804705882351,1061.92,32236.5,34.15,155.97,12087.62,6860.941764705882,1120.81,23633.92,3.92,137.09,14662.3,4557.269411764706,635.22,19417.69,2.76,48.12,8720.38,3.8823529411764706,4.0,7.0,1.0,3.0,5.0,1.2352941176470589,1.0,2.0,1.0,1.0,1.0
4340,B2,85.69,2,10.15,5347.568749999999,1381.0149999999999,32236.5,6.5,242.5,4685.16,5527.50875,2331.66,38928.92,10.74,243.1225,5541.4349999999995,4392.1743750000005,954.13,25220.86,0.75,240.155,4685.16,4.75,4.0,11.0,2.0,3.0,5.0,1.375,1.0,4.0,1.0,1.0,1.0
4341,A2,84.68,2,6.56,5679.661578947369,2308.74,25220.86,0.47,71.125,9997.735,7577.475263157895,4225.14,38928.92,1.76,30.61,11194.39,4996.557368421051,2308.74,25220.86,0.47,34.185,7129.38,3.8947368421052633,3.0,11.0,1.0,2.0,6.0,1.4736842105263157,1.0,3.0,1.0,1.0,2.0
4342,C2,42.04,6,13.94,5900.662258064515,64.31,32236.5,0.17,7.505,12087.62,7559.1758064516125,51.08,38928.92,0.81,5.27,13550.68,5485.017741935481,59.66,25220.86,0.07,3.27,12087.62,4.870967741935484,5.0,12.0,1.0,2.0,7.0,1.8064516129032258,2.0,4.0,1.0,1.0,2.5
4343,A2,81.38,2,9.56,5465.287333333333,899.25,32236.5,0.5,56.575,7251.58,5563.8926666666675,1140.0,20879.73,0.07,87.69999999999999,8732.57,4198.050666666667,899.25,19417.69,0.11,44.55,5689.68,4.133333333333334,4.0,12.0,1.0,2.0,5.0,1.3333333333333333,1.0,4.0,1.0,1.0,1.0
4344,C2,49.91,4,20.99,4277.985882352941,510.19,25220.86,1.62,17.07,4772.12,6385.723529411764,460.34,38928.92,0.27,27.03,8296.08,4236.295882352941,82.08,25220.86,0.35,3.45,4772.12,6.647058823529412,6.0,14.0,2.0,3.0,10.0,2.0588235294117645,2.0,4.0,1.0,1.0,3.0
4345,B2,54.48,5,16.54,4355.826,1902.27,25220.86,0.42,54.68,6055.71,6312.214,1318.18,38928.92,0.95,38.31,8296.08,3767.1496,358.34,25220.86,0.01,32.95,4658.59,5.64,5.0,13.0,1.0,3.0,8.0,1.84,1.0,5.0,1.0,1.0,2.0
4346,A2,104.22,0,4.94,6045.559999999999,1374.43,25983.2,9.61,650.93,6824.91,4568.522857142857,984.46,14662.3,12.77,596.52,7563.545,5902.014285714286,1374.43,25983.2,6.83,149.91,6824.91,4.285714285714286,3.0,7.0,2.0,2.0,7.0,1.2857142857142858,1.0,2.0,1.0,1.0,1.5
4347,B2,61.33,2,13.96,7283.187692307693,726.44,32236.5,0.13,10.7,12190.4,8569.703076923077,329.12,38928.92,2.57,15.81,15085.47,4812.030769230769,311.37,25220.86,0.13,2.93,5689.68,5.538461538461538,5.0,12.0,1.0,2.0,6.0,1.9230769230769231,2.0,4.0,1.0,1.0,2.0
4348,C1,25.8,11,15.39,5941.309791666667,283.82,32236.5,0.74,50.22,8720.38,8547.309791666667,412.94,38928.92,2.36,14.645,14662.3,5298.0575,252.64999999999998,25220.86,0.05,20.87,6721.8775,5.0625,4.0,13.0,1.0,2.0,7.25,1.7916666666666667,1.0,5.0,1.0,1.0,2.25
4349,B1,117.92,0,1.41,12260.563750000001,8720.38,32236.5,118.13,2142.28,20415.215,8697.28875,11831.79,15085.47,48.58,850.27,14662.3,6530.1425,3656.655,25983.2,5.44,1099.1225,8720.38,3.625,3.0,8.0,2.0,2.75,4.0,1.25,1.0,2.0,1.0,1.0,1.25
4350,B2,75.29,2,11.43,8363.346666666665,5516.52,32236.5,4.75,23.05,12087.62,8144.534285714284,7923.24,38928.92,4.32,32.91,13550.68,5273.564761904762,674.24,25220.86,1.66,19.63,8720.38,4.9523809523809526,4.0,12.0,2.0,3.0,7.0,1.5714285714285714,1.0,4.0,1.0,1.0,2.0
4351,C2,71.48,3,10.17,4375.807812500001,749.21,25220.86,0.09,152.1125,5065.6625,6103.2184375,536.285,38928.92,1.42,147.655,6295.6224999999995,4110.4640625,517.6700000000001,25220.86,0.04,52.695,3596.835,4.53125,4.5,12.0,1.0,2.0,5.25,1.40625,1.0,3.0,1.0,1.0,2.0
4352,A2,92.8,1,6.82,5401.842727272728,3848.99,25983.2,5.11,1338.23,5059.08,3728.114545454546,2307.97,10862.77,5.95,740.035,5171.76,4613.639090909091,3675.68,25983.2,2.24,304.695,4051.3149999999996,4.363636363636363,4.0,12.0,2.0,3.0,4.5,1.3636363636363635,1.0,3.0,1.0,1.0,1.5
4353,B1,81.38,2,12.69,4100.827333333334,1653.76,13222.93,18.92,145.2,6567.13,5176.108666666666,1250.41,20879.73,27.77,132.5,8411.585,4027.834666666667,1318.11,13222.93,3.63,39.375,6567.13,5.266666666666667,4.0,9.0,2.0,3.5,7.0,1.7333333333333334,1.0,3.0,1.0,1.0,2.5
4354,C2,52.45,4,12.72,5657.023214285714,1580.865,25220.86,0.48,69.27,8619.895,7733.157499999999,2154.665,38928.92,1.96,56.0475,7817.8525,5292.08,870.4300000000001,25220.86,0.21,14.045,6688.3825,4.571428571428571,4.0,11.0,1.0,2.0,7.0,1.6071428571428572,1.0,4.0,1.0,1.0,2.0
4355,B1,76.3,2,9.4,5894.231000000002,2136.8900000000003,25220.86,7.79,464.92249999999996,9767.555,7322.592,1364.9,38928.92,4.73,326.1475,14662.3,4689.969500000001,823.62,25220.86,0.46,30.432499999999997,8720.38,4.35,3.0,12.0,1.0,2.0,5.0,1.5,1.0,5.0,1.0,1.0,1.25
4356,B1,114.57,1,5.78,6171.900882352941,2973.675,32236.5,0.98,506.015,8686.884999999998,5677.360882352942,2020.4750000000001,38928.92,5.61,328.735,8779.4975,5110.230294117648,1418.145,25220.86,0.38,243.4475,7907.85,4.147058823529412,4.0,8.0,1.0,3.0,5.0,1.2058823529411764,1.0,3.0,1.0,1.0,1.0
4357,B2,36.2,6,13.22,5989.05125,467.055,32236.5,0.67,37.3975,7589.3825,6994.898125,608.11,38928.92,0.81,58.7525,11740.065,5131.6525,282.81,25220.86,0.33,15.07,7589.3825,4.8125,4.5,9.0,1.0,2.0,7.25,1.9375,1.5,4.0,1.0,1.0,3.0
4358,A2,74.78,1,10.74,5285.582857142857,315.05,25983.2,2.12,39.795,5309.5599999999995,3449.2771428571427,215.41,10862.77,2.97,33.45,6498.445,5267.187142857142,198.3,25983.2,1.13,34.28,5309.5599999999995,4.857142857142857,2.0,11.0,1.0,2.0,8.0,1.8571428571428572,1.0,4.0,1.0,1.0,2.5
4359,B2,66.15,4,11.56,6788.596428571429,1662.19,32236.5,0.0,49.737500000000004,9344.0775,8606.631428571429,2694.2200000000003,38928.92,0.68,66.11749999999999,10962.345,6320.349999999999,1662.19,25220.86,0.0,41.5125,9344.0775,4.107142857142857,3.0,11.0,1.0,2.0,5.25,1.5,1.0,4.0,1.0,1.0,2.0
4360,B1,86.45,1,13.72,2337.6899999999996,306.805,8720.38,22.07,47.0,3400.5924999999997,3308.0269999999996,249.895,14662.3,1.55,40.76,2058.67,2219.2689999999993,79.05,8720.38,4.24,27.4625,3233.4725,4.5,4.0,9.0,1.0,3.0,6.5,1.5,1.5,2.0,1.0,1.0,2.0
4361,B1,75.03,3,9.45,7939.90857142857,1502.03,32236.5,0.61,95.3925,14946.48,9609.203571428572,1750.61,38928.92,1.15,162.245,21496.8075,7021.3042857142855,1502.03,25220.86,0.6,91.09,14946.48,4.714285714285714,3.0,11.0,2.0,2.0,5.75,1.5714285714285714,1.0,4.0,1.0,1.0,1.75
4362,B1,107.52,0,-0.03,5752.099999999999,4042.15,18559.22,22.4,77.0625,9236.62,6046.424166666668,4204.63,18310.95,56.35,140.3725,10391.18,4731.205833333333,4042.15,13652.76,14.95,72.14750000000001,7285.875,2.9166666666666665,3.0,6.0,1.0,2.0,4.0,1.0833333333333333,1.0,2.0,1.0,1.0,1.0
4363,C1,107.26,0,1.45,9735.832499999999,6861.045,25220.86,0.38,52.0925,16544.785,14322.6375,9180.61,38928.92,0.41,37.805,23465.4425,9729.9875,6849.37,25220.86,0.35,34.5725,16544.785,4.25,4.0,7.0,2.0,2.0,6.25,1.25,1.0,2.0,1.0,1.0,1.25
4364,C1,46.36,5,15.97,3813.6708571428567,88.29,25220.86,0.0,14.67,5689.68,5598.604857142856,133.51,38928.92,0.2,21.115000000000002,8514.325,3490.612857142857,46.72,25220.86,0.0,4.14,5517.33,5.628571428571429,5.0,15.0,2.0,3.0,8.0,1.7714285714285714,1.0,5.0,1.0,1.0,2.0
4365,A2,113.86,0,2.6,4718.366666666666,1231.905,25220.86,8.21,73.805,3740.915,5482.842499999999,941.485,38928.92,4.73,141.94,4330.425,3697.715,1229.0,25220.86,8.21,67.2475,3740.915,3.3333333333333335,3.0,6.0,1.0,2.0,4.25,1.1666666666666667,1.0,2.0,1.0,1.0,1.0
4366,B1,104.47,0,5.33,7795.175714285714,6301.51,22287.83,8.21,44.975,14623.05,6519.844999999999,3749.09,23633.92,1.55,39.0175,11799.3925,5970.415000000002,3780.275,18188.15,0.94,17.4725,12164.372500000001,3.642857142857143,2.5,9.0,1.0,2.0,4.75,1.2857142857142858,1.0,3.0,1.0,1.0,1.0
4367,C2,32.65,12,16.6,2962.871470588235,78.345,25220.86,0.88,31.8875,3662.3999999999996,3942.7070588235288,74.36,38928.92,1.55,14.73,3042.9925,2666.8938235294117,67.11,25220.86,0.32,8.7675,2011.035,4.529411764705882,3.0,13.0,1.0,2.0,8.0,1.7647058823529411,1.0,4.0,1.0,1.0,2.75
4368,A2,80.62,2,8.48,5048.055652173913,1058.64,32236.5,3.49,76.11500000000001,7165.0,4735.383478260869,1639.19,23633.92,0.95,55.675,5328.99,3106.744782608695,1058.64,14946.48,3.49,74.695,3503.2799999999997,4.173913043478261,4.0,11.0,1.0,2.5,5.5,1.434782608695652,1.0,4.0,1.0,1.0,2.0
4369,C1,51.43,5,16.95,4741.899310344827,728.67,32236.5,1.62,54.68,5689.68,5360.340344827586,896.01,38928.92,2.97,52.16,8732.57,2915.297586206897,234.66,25220.86,0.13,20.41,3330.88,5.137931034482759,5.0,11.0,1.0,3.0,7.0,1.6206896551724137,1.0,4.0,1.0,1.0,2.0
4370,C1,69.2,4,13.12,5612.58923076923,899.57,32236.5,2.81,50.4725,6822.84,6176.135769230769,924.63,38928.92,3.45,30.2675,10624.93,4010.0746153846153,664.1,25220.86,0.28,5.1825,6055.71,5.038461538461538,4.0,14.0,1.0,3.0,6.0,1.5769230769230769,1.0,5.0,1.0,1.0,2.0
4371,A2,105.99,1,3.87,9005.3425,6798.765,25220.86,0.24,76.72,15849.665,11983.382083333336,7030.78,38928.92,2.03,78.0925,21568.2775,7726.156666666667,4220.835,25220.86,0.23,65.2175,13418.43,3.75,2.5,9.0,1.0,2.0,6.0,1.25,1.0,3.0,1.0,1.0,1.0
4372,A2,103.71,0,3.31,8065.361363636364,5074.27,25983.2,8.21,1340.7525,12180.0025,5876.302727272728,3137.265,20879.73,4.73,1423.1100000000001,9479.325,6771.396818181819,2735.96,25983.2,8.21,723.0625,10986.585,3.409090909090909,2.5,9.0,1.0,2.0,4.0,1.1363636363636365,1.0,2.0,1.0,1.0,1.0
4373,C2,82.65,2,10.62,5857.400952380953,1111.97,25220.86,0.37,57.58,12087.62,6832.184761904762,790.0,38928.92,1.55,81.76,12800.81,4516.138571428571,674.24,25220.86,0.0,22.07,7078.55,4.666666666666667,4.0,13.0,1.0,2.0,6.0,1.4761904761904763,1.0,3.0,1.0,1.0,2.0
4374,C2,91.78,1,12.75,3431.769166666667,265.18,25220.86,25.15,106.04,2279.8424999999997,4961.125,288.04,38928.92,32.16,99.2525,2980.2375,3388.34,190.315,25220.86,4.59,20.3725,2253.87,4.916666666666667,4.0,8.0,2.0,3.0,7.0,1.3333333333333333,1.0,2.0,1.0,1.0,2.0
4375,C2,51.68,2,11.56,5540.203750000001,1176.47,32236.5,0.0,46.235,3291.7275,4201.495,2086.485,15085.47,0.14,45.964999999999996,5919.105,1545.9275,461.94,7907.85,0.0,30.154999999999998,1743.5775,5.375,4.0,11.0,3.0,3.0,6.75,2.0,1.0,5.0,1.0,1.0,2.5
4376,C2,51.69,6,14.34,4919.892857142858,1222.51,25220.86,1.48,54.92,8360.665,5553.231428571429,1579.05,38928.92,3.85,136.115,7441.925,4150.557714285715,1003.44,25220.86,0.89,52.06,4198.17,5.057142857142857,5.0,11.0,1.0,2.5,7.0,1.542857142857143,1.0,3.0,1.0,1.0,2.0
4377,A2,91.02,0,6.79,5541.346,2002.185,25220.86,12.14,396.375,9846.0175,7805.638000000001,2318.885,38928.92,12.77,529.2225,14954.7475,5233.2080000000005,909.04,25220.86,9.98,102.6425,9846.0175,4.15,4.0,8.0,2.0,2.0,6.0,1.3,1.0,2.0,1.0,1.0,2.0
4378,C1,76.3,1,12.59,4269.6765000000005,401.94,25220.86,0.96,48.515,4425.9675,4926.874500000001,488.58000000000004,38928.92,1.69,59.9325,5324.1224999999995,3203.1800000000003,360.52,25220.86,0.22,16.380000000000003,3818.925,4.75,4.0,12.0,1.0,2.75,6.25,1.4,1.0,3.0,1.0,1.0,2.0
4379,C2,27.32,10,20.66,4573.968749999999,955.625,32236.5,0.11,50.275,3924.6549999999997,4814.69875,860.27,20879.73,0.0,36.4525,5772.1925,2454.44125,308.14,13652.76,0.11,14.2125,1585.4425,5.416666666666667,5.0,12.0,1.0,2.75,7.25,1.6666666666666667,1.0,4.0,1.0,1.0,2.0
4380,C1,39.25,5,18.84,3469.3233333333337,59.285,14946.48,0.74,7.295,6114.352500000001,4766.700833333333,95.34,23633.92,2.03,19.9825,8339.4225,3452.9516666666664,55.019999999999996,14946.48,0.55,1.945,5985.6975,6.083333333333333,6.0,11.0,2.0,3.0,9.0,2.0,1.5,4.0,1.0,1.0,3.0
4381,B2,84.17,1,10.76,7192.767999999999,1589.92,32236.5,5.79,229.36,1902.27,3725.554,1120.81,15085.47,14.05,86.76,2320.68,4590.031999999999,1589.92,19417.69,4.99,35.29,1902.27,5.6,5.0,10.0,3.0,4.0,6.0,1.6,1.0,3.0,1.0,1.0,2.0
4382,B1,50.67,3,20.27,4382.918888888888,78.26,32236.5,1.93,64.31,1753.02,3060.502222222222,5.34,15085.47,1.82,3.92,3727.09,1032.052222222222,78.26,4658.59,1.68,64.31,1753.02,4.555555555555555,4.0,12.0,1.0,1.0,5.0,1.7777777777777777,1.0,4.0,1.0,1.0,2.0
4383,C1,71.99,1,8.35,5747.27,77.86,25983.2,2.26,14.5,12190.4,7265.0841176470585,125.07,38928.92,0.07,49.66,10862.77,5713.609411764706,15.61,25983.2,0.0,2.36,12190.4,3.764705882352941,4.0,7.0,1.0,2.0,5.0,1.3529411764705883,1.0,2.0,1.0,1.0,2.0
4384,B2,49.65,3,13.72,4898.515833333333,431.755,18559.22,2.6,44.735,9236.62,5344.274166666666,255.915,18310.95,2.77,35.4225,10391.18,3868.383333333333,373.915,13652.76,2.43,42.777499999999996,6740.145,4.666666666666667,3.5,12.0,1.0,2.0,6.5,1.8333333333333333,1.5,4.0,1.0,1.0,2.25
4385,C1,29.61,7,10.0,6196.514098360655,1276.29,32236.5,1.27,70.27,12087.62,7620.833278688525,2659.8,38928.92,2.7,99.05,13550.68,4939.459180327869,312.31,25220.86,1.27,31.35,8586.4,4.327868852459017,3.0,10.0,1.0,2.0,6.0,1.4918032786885247,1.0,4.0,1.0,1.0,2.0
4386,A2,86.71,1,8.35,5969.291764705883,4062.45,25220.86,7.54,246.29,5689.68,7089.301764705881,2659.8,38928.92,3.92,375.54,8732.57,5087.892352941177,1209.64,25220.86,1.44,129.64,5689.68,4.0,3.0,10.0,1.0,2.0,5.0,1.2352941176470589,1.0,2.0,1.0,1.0,1.0
4387,C1,53.46,4,17.82,3591.1014285714286,167.67000000000002,25220.86,0.22,38.025000000000006,3269.2125,5084.347857142857,154.26,38928.92,1.15,21.165,3324.9675,3104.935,79.83000000000001,25220.86,0.01,24.715,1712.095,5.0,4.5,15.0,1.0,2.0,7.25,1.6071428571428572,1.0,5.0,1.0,1.0,2.0
4388,C2,33.41,9,20.25,6442.848846153846,2464.27,32236.5,0.74,15.0675,11658.7725,8857.728461538461,4289.425,38928.92,1.69,8.77,13970.335,5939.078461538461,2368.425,25220.86,0.0,10.71,11658.7725,5.538461538461538,3.0,12.0,1.0,2.0,9.0,1.9230769230769231,1.0,6.0,1.0,1.0,3.0
4389,C1,60.82,5,16.13,3859.0051851851854,202.57,14946.48,3.06,37.55,7388.045,6156.083333333332,241.55,23633.92,4.39,42.57,12643.615,3834.6577777777775,56.35,14946.48,0.13,9.46,7388.045,5.444444444444445,4.0,14.0,1.0,3.0,7.5,1.6296296296296295,1.0,5.0,1.0,1.0,2.0
4390,B2,118.94,0,11.55,4231.121428571429,1902.27,14946.48,8.11,545.9300000000001,5834.565,6439.084285714286,2320.68,23633.92,43.38,620.98,8916.825,3804.7642857142855,910.39,14946.48,4.68,74.575,5311.325,5.428571428571429,4.0,11.0,2.0,3.5,7.0,1.4285714285714286,1.0,3.0,1.0,1.0,1.5
4391,B1,101.17,0,5.6,6106.431818181818,4100.9,18559.22,22.07,195.42000000000002,10814.73,5292.3718181818185,2537.03,20879.73,1.55,266.355,8058.379999999999,4542.061818181818,2519.5,14661.76,22.07,190.11,6969.74,3.5454545454545454,3.0,8.0,2.0,2.0,4.0,1.2727272727272727,1.0,2.0,1.0,1.0,1.5
4392,B1,86.2,1,6.86,6215.949677419356,4516.71,32236.5,15.66,199.12,8586.4,5245.473548387097,2003.58,19209.05,3.92,251.25,8545.61,4786.591612903226,1827.92,18188.15,6.65,78.65,8586.4,3.7419354838709675,4.0,9.0,1.0,2.0,5.0,1.2580645161290323,1.0,3.0,1.0,1.0,1.0
4393,B1,94.07,1,12.82,2786.621764705883,884.61,25220.86,5.21,69.11,1970.55,3983.279411764706,1057.64,38928.92,4.73,126.28,3732.43,2647.9982352941183,757.68,25220.86,1.91,58.95,1321.79,5.0588235294117645,5.0,11.0,1.0,3.0,7.0,1.411764705882353,1.0,3.0,1.0,1.0,2.0
4394,A2,104.47,0,4.11,5344.381538461538,3704.89,25983.2,4.2,202.57,4658.59,4856.67923076923,4000.41,18310.95,3.24,241.55,6882.16,4791.883846153845,2735.96,25983.2,4.11,109.45,4394.7,3.6923076923076925,4.0,7.0,2.0,2.0,4.0,1.3076923076923077,1.0,2.0,1.0,1.0,2.0
4395,A2,102.19,1,7.39,3840.01,651.73,9992.77,2.26,38.31,8586.4,1547.1466666666665,398.38,4838.38,0.07,2.97,2854.93,2005.2122222222222,89.81,8586.4,2.26,38.31,3382.55,2.7777777777777777,2.0,5.0,1.0,2.0,5.0,1.0,1.0,1.0,1.0,1.0,1.0
4396,A1,88.48,2,4.31,5861.1625,2074.63,25220.86,0.03,71.29,6216.5025000000005,8774.925,3147.5,38928.92,0.54,55.205,9518.565,5729.7825,1549.11,25220.86,0.03,71.29,6216.5025000000005,3.125,2.0,6.0,1.0,2.0,4.5,1.25,1.0,3.0,1.0,1.0,1.0
4397,B1,72.24,2,8.42,9326.2425,4696.415,32236.5,5.58,406.21000000000004,14464.235,10375.667499999998,4896.355,38928.92,7.5,226.0625,15272.125,7395.713333333333,3513.7749999999996,25220.86,0.9,170.01,12987.5425,4.208333333333333,3.5,10.0,1.0,2.0,5.5,1.5,1.0,4.0,1.0,1.0,2.0
4398,A1,86.45,0,9.08,4232.271999999999,596.04,25983.2,54.68,332.3875,3600.9424999999997,3584.8659999999995,670.44,14662.3,2.97,452.69,5419.174999999999,4169.179999999999,531.345,25983.2,8.91,218.1125,3600.9424999999997,4.2,4.0,7.0,1.0,3.25,5.75,1.4,1.0,2.0,1.0,1.0,2.0
4399,B1,101.43,0,4.58,7824.631764705883,2374.91,25983.2,2.36,160.95,13589.7,5348.824117647058,1522.91,20879.73,2.91,208.38,8795.14,6896.368235294118,2374.91,25983.2,2.36,64.31,13357.03,3.588235294117647,4.0,8.0,1.0,2.0,4.0,1.1764705882352942,1.0,2.0,1.0,1.0,1.0
4400,B1,126.3,0,4.94,4662.705714285714,2813.77,14946.48,74.2,712.76,6689.485,7794.528571428571,6587.77,23633.92,125.68,627.975,11479.189999999999,4472.85,2813.77,14946.48,22.04,74.345,6689.485,4.285714285714286,4.0,8.0,2.0,2.5,5.5,1.0,1.0,1.0,1.0,1.0,1.0
4401,C2,42.04,8,16.31,5958.6225,452.275,32236.5,0.54,28.115,12909.08,6057.710625,589.12,23633.92,0.07,12.0925,11429.17,4321.146875,277.96999999999997,18188.15,0.14,10.462499999999999,8536.1825,5.0,4.0,15.0,1.0,2.0,6.5,1.71875,1.0,5.0,1.0,1.0,2.0
4402,C2,81.89,1,10.11,4541.1731034482755,1334.1,25220.86,0.44,55.78,8720.38,6546.016551724138,886.55,38928.92,1.15,91.15,9587.97,4135.875517241379,478.75,25220.86,0.34,22.07,7907.85,4.482758620689655,4.0,11.0,2.0,3.0,6.0,1.3103448275862069,1.0,4.0,1.0,1.0,1.0
4403,C2,49.15,6,14.34,9252.803333333333,3594.335,25220.86,0.75,39.1825,20224.63,13541.515,3161.2799999999997,38928.92,0.41,7.819999999999999,27457.67,8517.742916666666,570.79,25220.86,0.39,18.7425,17515.075,4.25,2.5,13.0,1.0,2.0,5.25,1.7083333333333333,1.0,4.0,1.0,1.0,2.25
4404,A2,73.26,3,11.78,6842.648260869565,1495.49,32236.5,13.13,587.655,10971.654999999999,6198.522173913043,1289.39,38928.92,9.73,375.065,8763.855,5811.7739130434775,1321.79,25220.86,1.24,230.475,10971.654999999999,4.956521739130435,4.0,11.0,2.0,2.5,7.0,1.4782608695652173,1.0,4.0,1.0,1.0,2.0
