,sentence,difficulty,flesch_reading_ease,polysyllable_count,coleman_liau_index,freqlemfilms2_mean,freqlemfilms2_median,freqlemfilms2_max,freqlemfilms2_min,freqlemfilms2_25%,freqlemfilms2_75%,freqlemlivres_mean,freqlemlivres_median,freqlemlivres_max,freqlemlivres_min,freqlemlivres_25%,freqlemlivres_75%,freqfilms2_mean,freqfilms2_median,freqfilms2_max,freqfilms2_min,freqfilms2_25%,freqfilms2_75%,nblettres_mean,nblettres_median,nblettres_max,nblettres_min,nblettres_25%,nblettres_75%,nbsyll_mean,nbsyll_median,nbsyll_max,nbsyll_min,nbsyll_25%,nbsyll_75%
4058,"Enfin, pour être bien visible, un gilet jaune est obligatoire la nuit, ce qui rend son utilisateur beaucoup moins stylé, forcément",B2,67.93,3,12.01,4459.358095238095,586.54,32236.5,0.2,21.09,5516.52,4100.154285714285,718.18,23633.92,0.2,30.61,6198.24,3468.719047619047,557.56,19417.69,0.11,15.48,5219.1,5.0476190476190474,4.0,11.0,2.0,3.0,5.0,1.6666666666666667,1.0,5.0,1.0,1.0,2.0
4059,Cette réaction est difficile à réaliser car il faut rapprocher deux noyaux qui ont tendance naturellement à se repousser.,C1,55.24,6,13.87,5361.380000000001,1009.01,32236.5,4.15,25.795,8853.46,5402.692105263159,1250.41,19209.05,9.66,59.055,10362.025,3733.0805263157895,1009.01,19417.69,0.45,19.0,4079.375,5.368421052631579,4.0,13.0,1.0,3.0,8.0,1.894736842105263,1.0,5.0,1.0,1.0,3.0
4060,"Pour aller à la salle internet à partir de l'escalier, marchez jusqu'à l'accueil",A1,68.69,2,10.37,6413.623076923075,1111.97,25220.86,2.26,78.26,12190.4,8543.77846153846,485.68,38928.92,0.0,3.92,19209.05,5624.198461538461,388.25,25220.86,2.26,78.26,12190.4,3.6923076923076925,4.0,8.0,1.0,1.0,5.0,1.3846153846153846,1.0,3.0,1.0,1.0,2.0
4061,"Ici, tout est immense, il y a du monde partout, les gens sont pressés c'est impressionnant !",B1,87.72,1,8.18,7426.521875,1734.9250000000002,32236.5,8.21,112.72749999999999,9846.0175,5440.053749999999,1190.27,15832.09,4.73,161.265,13266.182499999999,3935.959375,1253.835,19417.69,3.26,111.2075,4883.7525,4.25,3.5,14.0,1.0,2.0,5.5,1.4375,1.0,4.0,1.0,1.0,2.0
4062,"D'ailleurs, des voix s'élèvent pour dire qu'interdire ne sert à rien si l'on ne tente pas, en même temps, de renouer le dialogue entre les jeunes et le reste de la société.",B1,86.2,2,7.44,6942.2871875,1874.67,25220.86,1.56,117.68750000000001,13095.0,8377.22625,1440.7800000000002,38928.92,1.55,230.22250000000003,14046.9925,6210.733749999999,1469.475,25220.86,0.7,72.1925,13021.067500000001,3.34375,3.0,8.0,1.0,2.0,4.25,1.125,1.0,3.0,1.0,1.0,1.0
4063,"Pour l'économiste Jeremy Rifkin, dont le livre La Fin du Travail suscita un large débat, le travail est sur la pente d'un inexorable déclin.",C1,72.24,3,10.1,5322.892272727272,306.62,32236.5,0.33,27.665,10835.3525,6055.8545454545465,300.51,23633.92,2.97,29.897499999999997,11883.55,4733.299545454544,293.32,19417.69,0.12,24.3575,10835.3525,4.0,3.5,10.0,1.0,2.0,5.0,1.4090909090909092,1.0,4.0,1.0,1.0,1.75
4064,"Depuis les années 2000, on constate un changement de mentalité.",B2,71.73,2,11.4,6162.947777777778,483.95,25220.86,2.79,37.7,8720.38,8110.917777777777,542.64,38928.92,5.95,57.43,13550.68,6146.34888888889,483.95,25220.86,2.15,27.0,8720.38,5.333333333333333,6.0,10.0,2.0,2.0,8.0,1.8888888888888888,2.0,4.0,1.0,1.0,2.0
4065,Cette femme mourut seule et misérable.,B2,90.51,1,10.08,2946.9466666666667,982.8599999999999,12909.08,13.16,897.6875,1689.0325,4254.245,955.505,20879.73,22.97,522.1275,1989.445,2663.9083333333333,578.155,12909.08,5.62,95.0625,1628.345,5.333333333333333,5.0,9.0,2.0,5.0,5.75,1.5,1.0,3.0,1.0,1.0,1.75
4066,"L'études des interactions économiques, historiques et géographiques permet de mieux comprendre pourquoi l'Europe, un petit cap excentré de l'Eurasie, a imposé en cinq siècles une vision uniforme et inégalitaire de la mondialisation.",C2,34.68,9,18.46,5509.086451612904,172.86,25220.86,0.02,27.315,9997.735,7777.709677419355,220.61,38928.92,0.0,17.395,11712.869999999999,5066.171290322582,135.24,25220.86,0.01,18.98,7129.38,5.258064516129032,4.0,14.0,1.0,2.0,8.0,1.8387096774193548,1.0,5.0,1.0,1.0,2.5
4067,"À Milan, dix fois par jour il voyait le prince Eugène, et eût pu lui adresser la parole.",B2,100.41,0,4.35,5970.542352941176,2308.74,18559.22,0.14,118.29,12909.08,7455.874705882353,2659.8,23633.92,0.34,209.86,15832.09,4303.416470588236,635.22,14946.48,0.14,44.83,12190.4,3.6470588235294117,3.0,8.0,1.0,2.0,5.0,1.2941176470588236,1.0,3.0,1.0,1.0,1.0
4068,"À cette occasion, a été annoncé un grand plan vélo destiné à faire décoller enfn ce mode de transport, notamment grâce à ""l'indemnité kilométrique"".",B2,50.16,7,11.78,6165.280000000002,147.54,32236.5,0.04,33.625,12139.01,6540.663913043479,133.92,38928.92,0.68,31.725,13175.744999999999,3995.9826086956514,119.54,25220.86,0.04,21.925,5785.005,4.608695652173913,4.0,12.0,1.0,2.0,7.0,1.6956521739130435,1.0,4.0,1.0,1.0,2.5
4069,"Oui, c'est une bonne idée, dit-elle et elle descendit de l'échafaudage.",B1,85.44,2,10.54,5541.583333333332,3863.9399999999996,25220.86,8.21,351.32,6436.575,7523.170833333334,2811.08,38928.92,3.92,321.7425,7640.61,5119.050833333334,2676.6800000000003,25220.86,0.61,267.35749999999996,5367.36,3.4166666666666665,3.0,9.0,1.0,2.0,4.0,1.25,1.0,3.0,1.0,1.0,1.0
4070,Nous avons commencé un nouveau cours,A2,90.51,1,9.15,6038.135000000001,2604.475,18559.22,143.05,281.685,10258.745,5185.068333333334,2144.8650000000002,13550.68,176.76,324.795,10567.5675,2917.2666666666664,217.38,12087.62,102.62,115.6225,3652.0175,5.166666666666667,5.0,8.0,2.0,4.25,6.5,1.6666666666666667,1.5,3.0,1.0,1.0,2.0
4071,Le chemin est encore long pour que l'animé français soit à la hauteur de ses prestigieux concurrents.,A2,79.35,2,10.73,8464.367058823529,1176.94,32236.5,2.03,43.06,13652.76,8543.854705882353,3105.41,38928.92,3.51,171.35,15085.47,5785.877647058824,757.68,25220.86,1.27,29.78,12190.4,4.588235294117647,4.0,11.0,1.0,2.0,6.0,1.4705882352941178,1.0,3.0,1.0,1.0,2.0
4072,C'est ce que font très bien les photographes documentaires,A2,80.11,2,12.5,3631.83,4100.9,8813.48,4.88,15.82,5219.1,3327.2322222222224,2535.14,14662.3,0.95,17.64,3315.95,2586.6600000000003,1589.92,8720.38,0.75,8.21,4213.78,5.111111111111111,4.0,13.0,1.0,3.0,4.0,1.5555555555555556,1.0,4.0,1.0,1.0,1.0
4073,Recourons pour illustrer les idées de Hegel à quelques-uns de ses écrits postérieurs.,C1,76.05,3,13.5,6172.515384615384,389.77,25220.86,0.68,15.74,8720.38,9424.356153846154,732.57,38928.92,1.76,62.91,14662.3,6123.482307692309,337.35,25220.86,0.01,2.96,8720.38,5.076923076923077,4.0,11.0,1.0,3.0,8.0,1.6153846153846154,1.0,3.0,1.0,1.0,2.0
4074,"Pourtant, plus les gens sont actifs sur Facebook ou Instagram, et plus leur humeur est négative après y être allés.",B2,76.3,3,9.69,6798.346666666667,3291.2799999999997,32236.5,10.15,361.34499999999997,8558.845,5447.221666666666,2970.8450000000003,20879.73,8.31,413.9175,6206.4825,3412.1749999999997,1087.06,19417.69,1.33,141.2325,4062.45,4.222222222222222,4.0,8.0,1.0,3.0,5.0,1.3888888888888888,1.0,3.0,1.0,1.0,2.0
4075,Nous jouons dans le jardin quand il fait beau ou dans la maison quand il pleut.,A1,109.8,0,5.28,5322.67375,3243.255,14946.48,60.21,655.3325,9915.842499999999,6659.59875,3148.8500000000004,23633.92,47.09,608.8875,10180.0825,4878.751875,2289.955,14946.48,7.81,498.03249999999997,6884.8225,3.9375,4.0,6.0,2.0,2.0,5.0,1.125,1.0,2.0,1.0,1.0,1.0
4076,Le Président de la République sera élu par les Français,B1,86.45,1,7.92,9673.136999999999,5236.7,32236.5,3.69,68.1425,14623.05,11476.263,9194.695,38928.92,13.51,134.4575,17504.58,6494.212999999999,1115.525,25220.86,3.44,55.2175,12419.665,4.6,3.0,10.0,2.0,2.25,7.0,1.7,1.5,3.0,1.0,1.0,2.0
4077,Après avoir sollicité le jeune fils du nouveau roi des Français Louis-Philippe ler - qui refuse par crainte de nouvelles tensions internationales - les Belges se rabattent sur le prince anglo-allemand Léopold de Saxe- Cobourg,B2,55.75,4,16.02,4499.399655172414,297.01,25220.86,2.0,41.32,5516.52,6417.478965517242,298.85,38928.92,5.07,86.55,7923.24,3857.003103448276,234.9,25220.86,0.04,19.91,4394.7,5.241379310344827,5.0,15.0,2.0,3.0,7.0,1.5862068965517242,1.0,5.0,1.0,1.0,2.0
4078,"Donc, je désire voir le théâtre guéri de cette fluxion.",B2,108.53,0,6.76,7164.317,1257.3899999999999,25983.2,0.29,49.955,11269.4275,7343.176999999999,1383.28,38928.92,0.47,63.462500000000006,8747.5175,6884.354999999999,1006.805,25983.2,0.29,25.885,10715.1375,4.4,4.5,7.0,2.0,2.5,5.75,1.4,1.0,2.0,1.0,1.0,2.0
4079,"Ses différentes facettes, de l'amour, dans les relations intimes, à la conscience d'appartenir à une commune humanité, sont le ciment du projet individualiste.",C1,43.82,5,15.79,5974.20043478261,135.8,32236.5,0.07,35.305,10455.39,7711.8091304347845,92.03,38928.92,0.54,29.49,14873.884999999998,4626.439130434782,78.26,25220.86,0.06,23.2,8314.115,5.0,4.0,14.0,1.0,2.0,7.5,1.7391304347826086,1.0,5.0,1.0,1.0,2.0
4080,"Le ciel d'avril, au-dessus de nos têtes, planait limpide et fourmillant d'étoiles",C1,77.06,1,13.27,4376.528461538462,142.32,25220.86,0.53,54.68,3737.75,6565.026153846154,305.2,38928.92,2.97,12.16,5322.5,4341.046923076923,111.19,25220.86,0.0,22.74,3737.75,4.076923076923077,3.0,11.0,1.0,2.0,6.0,1.3846153846153846,1.0,3.0,1.0,1.0,2.0
4081,"Tout à coup une hauteur immense et à ma droite j'ai vu un aigle, l'oiseau de Napoléon ; il volait majestueusement se dirigeant vers la Suisse, et par conséquent vers Paris.",B2,66.15,3,9.59,4573.192333333333,355.32,25220.86,0.06,34.6325,11042.677500000002,6700.8983333333335,956.15,38928.92,1.22,28.8525,12560.0025,4452.653333333333,308.63,25220.86,0.04,14.057500000000001,11042.677500000002,4.266666666666667,3.5,15.0,1.0,2.0,6.0,1.5,1.0,5.0,1.0,1.0,1.75
4082,Ont-ils des contacts avec l'extérieur ?,B1,84.17,1,14.24,5257.166666666666,3389.98,18559.22,69.85,827.4625,5468.005,5050.845,3404.9700000000003,12800.81,3.92,751.4850000000001,8968.8,2331.2533333333336,2069.195,6055.71,10.27,324.525,3547.435,3.6666666666666665,3.0,8.0,1.0,3.0,3.75,1.3333333333333333,1.0,2.0,1.0,1.0,1.75
4083,"À la radio, le journaliste a conservé les intonations de son Pays basque natal dans le Sud de la France.",B1,83.66,2,6.79,8098.912105263157,4658.59,25220.86,0.55,29.619999999999997,14299.619999999999,11676.313157894734,8296.08,38928.92,3.58,42.67,18760.0,7454.498947368422,4658.59,25220.86,0.12,24.105,13652.76,4.052631578947368,3.0,11.0,1.0,2.0,5.0,1.5263157894736843,1.0,4.0,1.0,1.0,2.0
4084,Chacun de ces projets touche en moyenne 10 000 classes.,B2,108.53,0,7.34,4087.025,181.94,25220.86,50.69,76.64,2339.3025,6225.963749999999,189.055,38928.92,41.69,99.19,3343.7675,4044.8575,92.75999999999999,25220.86,6.35,21.189999999999998,2339.3025,5.0,6.0,7.0,2.0,2.75,7.0,1.375,1.0,2.0,1.0,1.0,2.0
4085,Le facteur viens ici tous les jours !,A1,118.94,0,4.07,4510.157142857142,2763.82,13652.76,12.26,1736.565,5834.565,5642.684285714286,1514.53,18310.95,14.32,912.67,8916.825,3867.9885714285715,944.81,13652.76,9.67,668.545,5565.795,4.142857142857143,4.0,7.0,2.0,3.0,5.0,1.2857142857142858,1.0,2.0,1.0,1.0,1.5
4086,"Le dimanche, il se repose et en profite pour faire ses devoirs pour la semaine.",A2,96.1,0,6.49,5836.2519999999995,5689.68,14946.48,63.59,193.025,10861.279999999999,7689.149333333334,6198.24,23633.92,55.54,149.325,12282.33,5413.21,2813.77,14946.48,13.06,122.84,9993.815,4.2,4.0,8.0,2.0,2.0,6.5,1.3333333333333333,1.0,2.0,1.0,1.0,2.0
4087,Marc Chagall termine ce qu'il pense être son dernier tableau : Les mariés de la Tour Eiffel.,B2,87.72,0,8.87,4747.729285714287,958.275,25220.86,1.28,155.24,7360.455,6658.808571428571,636.4549999999999,38928.92,1.55,92.5,6050.4025,4107.256428571428,346.6,25220.86,1.18,26.002499999999998,4349.432500000001,4.142857142857143,4.0,7.0,2.0,2.25,5.75,1.2857142857142858,1.0,2.0,1.0,1.0,1.75
4088,Le mouvement qui atteint son apogée à Paris entre 1750 et 1765 progresse dans les provinces pour gagner la génération qui précède la Révolution.,C2,64.88,3,12.02,4670.320454545454,1056.575,14946.48,1.4,25.4025,8309.922499999999,7130.786818181817,2765.0699999999997,23633.92,1.76,42.435,13070.744999999999,4641.143636363637,1056.575,14946.48,1.3,15.0325,8309.922499999999,5.090909090909091,4.5,10.0,1.0,3.0,7.0,1.7272727272727273,1.0,4.0,1.0,1.0,2.0
4089,"L'Europe eut la bonhomie d'être surprise de cet évènement, qui ne surprit point le marquis del Dongo ; il écrivit à son souverain une lettre pleine d'effusion de coeur ; il lui offrait ses talents et plusieurs millions, et lui répétait que ses ministres étaient des jacobins d'accord avec les meneurs de Paris.",C1,44.84,6,11.91,5782.096326530612,499.91,32236.5,0.0,56.8,12190.4,7335.202857142857,497.5,38928.92,0.0,54.05,13841.89,4629.6522448979595,197.09,25220.86,0.0,12.68,7907.85,4.428571428571429,3.0,9.0,1.0,2.0,7.0,1.510204081632653,1.0,4.0,1.0,1.0,2.0
4090,"Aussitôt le prince manda près de lui les meilleurs et les plus endurants parmi les chasseurs et les paysans, parmi les vagabonds et ceux qui les poursuivent, parmi les soldats exercés aux longues marches et les messagers endurcis aux fatigues.",B2,56.0,5,12.49,4492.284358974359,221.17,25220.86,0.14,59.0,8720.38,7220.108205128207,444.86,38928.92,0.34,103.82,14662.3,4471.8082051282045,202.02,25220.86,0.01,12.975000000000001,8720.38,5.0256410256410255,4.0,11.0,2.0,3.0,7.0,1.564102564102564,1.0,3.0,1.0,1.0,2.0
4091,"À cette proximité spatiale, s'ajoute une fréquence plus intense du nombre d'événements.",C2,62.34,2,16.63,2552.026666666667,47.42,12190.4,3.99,10.735,4145.5125,3595.9233333333327,50.474999999999994,19209.05,1.35,11.5875,5481.4375,2550.7875000000004,46.495000000000005,12190.4,3.42,7.5075,4145.5125,4.666666666666667,4.5,9.0,1.0,1.75,7.25,1.5,1.0,4.0,1.0,1.0,2.0
4092,"Elle eut plaisir, comme un enfant, à pousser de son doigt les larges portes tapissées ; elle aspira de toute sa poitrine l'odeur poussiéreuse des couloirs, et, quand elle fut assise dans sa loge, elle se cambra la taille avec une désinvolture de duchesse.",C2,60.32,4,11.1,5557.503023255814,1827.92,32236.5,0.32,60.715,6981.780000000001,7455.094418604651,3732.43,38928.92,3.51,106.015,8942.025,4406.063255813953,1276.29,25220.86,0.01,20.65,4589.5599999999995,4.627906976744186,4.0,12.0,1.0,2.5,6.0,1.4186046511627908,1.0,4.0,1.0,1.0,2.0
4093,"Mais la famille était tellement sympa, on rigolait beaucoup.",A2,65.39,2,13.19,6919.333333333333,626.0,32236.5,47.56,183.7,8586.4,5440.825555555555,461.42,23633.92,7.77,168.51,4838.38,3590.498888888889,626.0,14946.48,1.0,183.7,5179.05,5.555555555555555,5.0,9.0,2.0,4.0,8.0,1.8888888888888888,2.0,3.0,1.0,1.0,2.0
4094,"Tous les jours, il traînait dans la rue sans rien faire.",B1,114.88,0,4.74,5270.379999999999,2948.75,14946.48,65.49,1032.68,8766.93,6972.66,3171.35,23633.92,122.77,1432.335,11479.189999999999,4466.435454545454,2374.91,14946.48,3.66,668.545,6689.485,4.0,4.0,8.0,2.0,3.0,4.5,1.0909090909090908,1.0,2.0,1.0,1.0,1.0
4095,"J'y arrive à peine maintenant, et nous sommes presque à Noël.",A2,100.16,1,6.82,7002.602727272726,1252.42,32236.5,2.98,190.78,12190.4,7304.146363636363,723.04,20879.73,2.91,432.53499999999997,17147.26,4031.950909090909,525.1,12909.08,2.14,187.615,8481.26,4.2727272727272725,4.0,10.0,1.0,1.5,6.0,1.3636363636363635,1.0,3.0,1.0,1.0,1.5
4096,L'homme impoli est le lépreux du monde fashionable.,C2,81.12,2,10.8,6400.04375,454.49,32236.5,0.0,4.2325,6709.215,5128.421249999999,372.635,18310.95,0.2,2.1500000000000004,8932.9875,4796.61125,450.94,19417.69,0.0,3.125,6709.215,4.625,4.0,11.0,1.0,2.0,6.25,1.625,1.0,3.0,1.0,1.0,2.25
4097,"Pour de multiples raisons, l'éducation s'est focalisée sur la spécialisation.",C2,34.93,3,18.36,5595.282222222222,467.94,25220.86,0.43,38.31,7078.55,8269.707777777778,308.78,38928.92,0.41,14.53,6198.24,5548.047777777778,78.26,25220.86,0.43,38.31,7078.55,4.777777777777778,3.0,14.0,1.0,2.0,7.0,1.6666666666666667,1.0,5.0,1.0,1.0,2.0
4098,"Pour les situations qui s'apparentent à de réelles addictions comportementales, un travail sur l'estime de soi est souvent nécessaire.",C2,55.24,5,16.88,7314.580555555556,1454.97,32236.5,0.79,58.565,11245.810000000001,8926.317777777776,2803.715,38928.92,0.0,71.995,14384.395,6583.5311111111105,1443.77,25220.86,0.1,39.805,11245.810000000001,4.722222222222222,3.0,16.0,1.0,2.0,7.0,1.6111111111111112,1.0,5.0,1.0,1.0,2.0
4099,Ils ont déménagé car sa femme a été mutée à Paris.,B1,85.44,1,2.13,7931.751818181817,1276.29,32236.5,7.04,134.8,15374.810000000001,6175.287272727273,2809.53,19209.05,2.09,240.945,12800.81,2369.3172727272727,1041.22,12190.4,0.42,124.94,2175.6800000000003,3.5454545454545454,3.0,8.0,1.0,2.5,5.0,1.5454545454545454,1.0,4.0,1.0,1.0,2.0
4100,Le domestique de Fabrice s'approcha avec les deux chevaux.,B2,72.75,2,11.86,6560.6775,2356.95,25220.86,10.09,106.4175,9953.474999999999,9709.09875,2779.16,38928.92,14.53,139.0725,15574.4625,6549.3099999999995,2356.95,25220.86,4.57,42.352500000000006,9953.474999999999,4.125,3.5,10.0,1.0,2.0,4.75,1.5,1.0,3.0,1.0,1.0,2.0
4101,"Une action ""coup de peint"" destinée à dénoncer le ""greenwashing"" du gouvernement sur les enjeux environnementaux autour du trafic aérien, d'après l'organisation.",C1,30.11,6,17.52,3806.4985714285713,78.26,25220.86,0.46,29.57,4394.7,5779.995714285715,132.03,38928.92,0.0,19.05,6882.16,3798.351904761904,78.26,25220.86,0.18,11.95,4394.7,4.904761904761905,4.0,16.0,1.0,2.0,6.0,1.8571428571428572,1.0,6.0,1.0,1.0,2.0
4102,"L'homme que vous voyez exploita durant plusieurs décennies, un site archéologique aux troubailles impressionnantes.",B2,52.95,4,23.13,2689.128461538462,66.98,13589.7,0.76,15.91,4100.9,1921.9446153846156,65.95,13550.68,0.81,4.46,2401.76,2325.4700000000007,66.98,13589.7,0.0,1.41,835.65,6.384615384615385,5.0,16.0,1.0,3.0,9.0,2.076923076923077,2.0,5.0,1.0,1.0,3.0
4103,L'individualisme a souvent mauvaise presse dans les discours contemporains.,B2,50.67,2,22.82,3610.414444444444,135.54,18559.22,0.53,45.77,4658.59,4038.7311111111103,200.61,14662.3,3.92,41.82,8296.08,2235.5833333333335,88.33,8720.38,0.39,45.1,4658.59,5.666666666666667,6.0,13.0,1.0,3.0,8.0,1.6666666666666667,1.0,4.0,1.0,1.0,2.0
4104,Salue tes parents de ma part,A1,105.23,0,1.38,4799.56,498.065,25220.86,45.09,217.7575,1932.7350000000001,6879.246666666667,233.38,38928.92,67.64,145.3375,1330.4725,4791.9800000000005,494.775,25220.86,17.53,207.6075,1932.7350000000001,3.8333333333333335,3.5,7.0,2.0,2.25,4.75,1.3333333333333333,1.0,2.0,1.0,1.0,1.75
4105,J'ai souscris un abonement hebdomadaire à un magazine de cuisine.,B1,57.01,3,12.56,6862.526666666668,87.92,25220.86,0.95,21.42,12087.62,9489.011111111111,135.41,38928.92,2.91,4.19,13550.68,6861.276666666668,85.08,25220.86,0.27,14.03,12087.62,4.777777777777778,2.0,12.0,1.0,2.0,8.0,1.7777777777777777,1.0,4.0,1.0,1.0,2.0
4106,"La sémantique du directeur de l'opéra, en fin de carrière, rejoint celle du sénateur (LR) Etienne Blanc, qui fustige la décision de l'exécutif écologiste, allié à la ""gauche unie"".",C1,59.81,7,11.5,5692.160740740741,118.74,25220.86,0.29,50.625,8940.04,8845.132962962964,299.46,38928.92,0.2,19.73,13970.81,5678.633333333333,78.26,25220.86,0.03,25.04,8940.04,4.407407407407407,3.0,10.0,1.0,2.0,7.0,1.5925925925925926,1.0,4.0,1.0,1.0,2.0
4107,"À l'heure actuelle, pour 7 milliards et demi d'individus, on compte 4 milliards de postes de radio, 4 milliards de télévisions, 2 milliards de téléphones portables, 2 milliards d'ordinateurs.",B2,52.45,4,14.11,5936.89,78.245,25220.86,2.36,17.52,9487.4,8644.774166666668,55.1,38928.92,0.61,14.39,9450.9425,5922.65375,54.68,25220.86,0.93,12.675,9487.4,5.166666666666667,4.5,11.0,1.0,2.0,9.0,1.5833333333333333,1.0,4.0,1.0,1.0,2.0
4108,Je te dis à très bientôt pour une rentrée des classes en pleine forme !,A2,111.83,0,5.33,5539.068571428573,4847.89,25983.2,78.99,289.69,6822.84,5217.764285714286,2976.6549999999997,19209.05,108.92,302.55,9374.119999999999,5136.458571428571,2798.01,25983.2,8.53,108.1975,6822.84,4.0,3.5,7.0,1.0,2.25,5.75,1.1428571428571428,1.0,2.0,1.0,1.0,1.0
4109,Il y a douze milles entre la cabane du pêcheur et la ville.,B1,105.49,0,2.36,6466.956923076922,4346.55,18559.22,10.34,29.63,13222.93,8313.238461538462,3086.76,23633.92,27.43,48.18,15832.09,5524.039999999999,4346.55,14946.48,3.46,21.81,12909.08,3.5384615384615383,2.0,7.0,1.0,2.0,5.0,1.1538461538461537,1.0,2.0,1.0,1.0,1.0
4110,J'eus un haut le coeur lorsqu'il eut osé me saluer.,C1,108.53,0,3.86,4475.969,165.085,13652.76,0.04,67.6975,10298.075,4330.433999999999,278.14,18310.95,0.0,81.9975,5885.9475,3107.048,69.765,13652.76,0.04,12.125,3753.325,3.4,3.0,6.0,1.0,2.0,4.75,1.2,1.0,2.0,1.0,1.0,1.0
4111,"J'ai écris un roman, c'est le premier, je ne sais pas si c'est le premier, je ne sais pas si j'en écrirai d'autres.",B1,95.34,0,4.19,8073.175217391305,1374.43,25983.2,8.21,185.115,15920.455000000002,5442.13695652174,933.99,18310.95,2.91,208.31,10862.77,7075.608260869565,1374.43,25983.2,6.4,59.495000000000005,13504.895,2.9565217391304346,2.0,7.0,1.0,2.0,4.0,1.2608695652173914,1.0,3.0,1.0,1.0,1.0
4112,"Dans une clairière enneigée, entourée d'arbres dénudés, une Citroën AX blance, bien fatiguée, attelée d'une remorque de type frigorifique, aurait l'air abandonnée si l'on ne distinguait quatre hommes aux cheveux très longs, assis dans la voiture.",C2,45.34,8,15.56,3554.7351515151513,164.02,25220.86,0.26,54.68,4213.78,4095.3645454545444,282.64,38928.92,0.14,8.58,2535.14,2684.9569696969693,116.16,25220.86,0.03,7.34,1589.92,5.181818181818182,5.0,12.0,1.0,3.0,7.0,1.7272727272727273,1.0,4.0,1.0,1.0,2.0
4113,"On poursuit la recette avec la découpe des légumes et autres épices, à commencer par le piment végétarien",C1,70.97,2,10.44,4974.931666666667,1094.925,14946.48,3.06,13.322500000000002,11289.4,7213.588888888889,2074.4900000000002,23633.92,1.82,25.7625,16389.445,4951.594444444444,1001.36,14946.48,1.61,9.81,11289.4,4.833333333333333,5.0,10.0,1.0,2.0,7.0,1.6666666666666667,1.5,4.0,1.0,1.0,2.0
4114,"Darren Star annonce qu'elle est ""inspirée de sa propre histoire d'amour qui dure depuis toujours avec Paris et la culture française"".",B2,75.29,1,12.53,4918.4285,273.88,32236.5,22.07,42.13,4157.7975,5853.3745,329.19,38928.92,1.55,40.8775,4981.1175,4249.120999999999,207.965,25220.86,1.55,21.2425,4114.912499999999,4.65,4.0,9.0,1.0,2.0,7.0,1.5,1.0,3.0,1.0,1.0,2.0
4115,"Certains produits leur devinrent ensuite indispensables, en particulier le sucre.",C2,49.65,2,21.84,2034.5259999999998,92.75,13652.76,9.21,29.6025,399.8825,2840.751,135.235,18310.95,21.76,38.075,507.0075,1986.618,44.075,13652.76,0.69,13.9525,240.1275,7.0,7.5,14.0,2.0,4.25,8.75,2.0,2.0,4.0,1.0,1.0,2.0
4116,Cet homme a une belle allure.,A2,112.59,0,1.38,4795.493333333333,897.7049999999999,18559.22,10.57,542.8975,6211.775000000001,4161.846666666666,1009.46,12800.81,65.88,528.1425,7540.69,2638.976666666667,640.51,7907.85,10.0,338.0375,4958.46,3.8333333333333335,4.0,6.0,1.0,3.0,5.0,1.1666666666666667,1.0,2.0,1.0,1.0,1.0
4117,"Devant chaque porte se trouvait une botte de paille, pour empêcher le froid de passer dessous.",C1,87.72,1,10.32,5363.924375,834.6700000000001,25220.86,9.43,125.8775,7285.875,7682.879375,831.4200000000001,38928.92,29.46,168.8825,7337.82,5199.28875,267.34,25220.86,6.38,46.5275,7285.875,4.8125,5.0,8.0,2.0,2.75,6.0,1.375,1.0,3.0,1.0,1.0,2.0
4118,Tous ces préparatifs rendent chaque année l'atmosphère festive et enjouée,B2,64.37,2,17.78,1823.525,281.27,12909.08,0.88,21.8825,1044.085,2694.459,421.82500000000005,20879.73,0.34,5.1325,1282.2125,1551.362,103.94999999999999,12909.08,0.17,5.6075,744.365,5.3,5.5,11.0,1.0,3.25,7.0,1.6,1.0,4.0,1.0,1.0,2.0
4119,"Puis, ayant rêvé pour la troisième fois qu'il voyait l'Enchanteresse, dont aucunes paroles humaines, cette nuit-là, n'eussent pu dépeindre le charme et le rayonnement, il s'en fut en secret le lendemain, sans consulter personne, et s'alla perdre, tout seul, dans la forêt.",B2,53.97,3,13.3,4617.773255813953,586.54,32236.5,1.03,38.31,6384.115,5337.226976744187,915.27,23633.92,0.14,76.72,8514.325,3195.593023255814,219.21,14946.48,0.66,29.075,3377.5600000000004,4.348837209302325,4.0,11.0,1.0,2.0,6.0,1.4186046511627908,1.0,4.0,1.0,1.0,2.0
4120,J'eus de nombreuses maladies infectieuses et je dus garder le lit durant des semaines en isolement total sans l'ombre d'un espoir.,C2,67.93,3,12.01,4523.714285714285,184.27,25983.2,0.66,54.68,5689.68,5382.095238095238,197.5,38928.92,0.47,41.62,8732.57,4345.35238095238,78.26,25983.2,0.26,14.01,5689.68,4.571428571428571,3.0,12.0,1.0,2.0,6.0,1.619047619047619,1.0,4.0,1.0,1.0,2.0
